Categorie;Email
Openbare Ruimte;Ik wil meedoen met de collectieve zorgverzekering, maar kwam er maandag de 22e niet doorheen. iets met waiting for socket. na 15 minuten was digid weer niet meer ingelogd en er stond op de site dat je tot de 24e december kon downloaden. Ik dacht ik probeer het op een rustiger moment nog een keer. Toen sloeg een voedselvergiftiging toe en het is met dit in het achterhoofd dat ik probeerde uit te zieken en nu kan ik weer tikken al ben ik nog slapjes.<br />Of<wbr />/en mijn computer is traag maar dit formulier ook. Vandaag doet ie het niet en zegt doodleuk dat 23e de laatste dag was.<br /><br />ik ben arm en had zo een bril nodig!! officieel kan je toch tot de 31e overstappen?  Ik bel met 14020 en daar hadden ze het doorverwijstelefoonnummer al weggehaald.<br /><br />HELP!STUUR ME DAT FORMULIER!Mij alsnog toelaten tot de collectieve zorgverzekering
Belasting, Werk en Inkomen;Wij hebben onterecht geld ontvangen over de periode november 2014 van DWI. De uitkeringsspecificatie zal ik bijvoegen. We hebben op 12 november 2014 een brief gehad over een terugvordering. Onze uitkering is per 11 november 2014 stopgezet omdat L. Dusee een baan had gevonden. Er was echter teveel betaald door DWI en dat waren we nog terug aan het betalen. De vordering werd verrekend met wat we nog tegoed hadden van DWI en daarmee was alles betaald en afgehandeld. Wij hebben dit nog openstaande bedrag overgemaakt op 9 december 2014. Hierna zouden we dus niets meer hoeven betalen en niets meer ontvangen. Nu hebben we dus toch weer geld ontvangen omdat er volgens degene die ik aan de telefoon had: 'zaken niet goed ingevoerd of verwerkt zijn' en zitten we dus weer met een schuld aan DWI, buiten onze schuld om. Dit is al eerder gebeurd, vandaar ook de terugvordering. Zolang wij een uitkering bij het DWI hebben, gaan er dingen fout en raken er stukken kwijt.Dat deze zaken goed geregeld worden en wij niet meer met schulden komen zitten door fouten van het DWI
Openbare Ruimte;ik kan niet meer bij mijn fibu-bank inloggen, wordt door 'jullie' gem. a'dam geblokkeerd! Waarom, want voor de Stopzetting hadden jullie eerst mijn toestemming nodig! Bericht van Manal Bouzeroata in Oktober 2014.IK MOET weer gewoon kunnen inloggen!!! Dus repareer de zaak direct!!! En wilt u hier weer bij negeren om totaal geen antwoord hierop te geven???
Openbare Ruimte;Beste loket,<br /><br />Namens de bewoners op de tweede oosterparkstraat163c, zou ik het volgende willen uitleggen, de heer T. El Morabit stond bij ons ingeschreven voor een Wwb uitkering. Afgelopen 4 maanden is de heer T. El Morabit nooit meer verschenen door een ruzie met me vader. Hij bedreigde hem en beweerde hem Poolse gasten op hem af te sturen zodra hij contact maakte met de overheid, naar aanleiding van deze klacht zou ik graag willen beweren dat de heer oplichtingsfraude heeft gepleegd met dekking voor zijn Wwb.<br /><br />Mvg,<br /> Nadir el morabet.Hem direct op zijn plek laten zetten tegen oplichting onterechte informatie verstrekken.
Basisinformatie;fraude uitkeringdit onderzoeken, want deze uitkering is zeer onterecht en is bestemd voor de echte laag inkomende mensen.
Openbare Ruimte;klant heeft zijn aanvraag collectieve zorgverzekering op zijn oude adres ontvangen terwijl zijn adres wel goed in systeem staat ..hoe kan dit???  nu is meneer te laat terwijl hij mee wil doen en wil dan ook dat het nog mogelijk is omdat dit niet zijn schuld isWIJ WILLEN DAT MENEER ZICH GEWOON KAN AANMELDEN
Openbare Ruimte;Iik probeer al twee dagen aanvraag LDT 2014 digitaal door te sturen, krijg steeds melding storing bij DWIMijn aanvraag ldt 2014 na vandaag wel in behandeling nemen<br />(officieel is 31 december 2014 uiterste inlever termijn).<br />
Parkeren;Digitaal indienen aanvraag Langdurigheidstoeslag 2014 sinds gisteren geprobeerd. Inloggen Digid en vragen doorlopen en beantwoorden lukt maar in het laatste stadium van indienen blijft formulieren.amsterdam.nl 'hangen' en komt uiteindelijk een foutmelding. Deze middag gebeld maar begrepen dat afgeven op Klaprozenweg niet meer kan na 14:00 dus dat lukt niet meer.Aanvraag langdurigheidstoeslag (zie bijlage) in behandeling nemen ook al is het via afwijkende methodiek wegens storing bij Gemeente Amsterdam<wbr />/Digid.
Openbare Ruimte;Op 10 december 2014 heb ik een vraag gesteld over vrijwilligerswerk.<br />Tot op heden heb ik nog geen antwoord gekregen.<br />De klacht gaat over het niet reageren op mijn vraag.<br />Zo snel mogelijk een reactie op mijn vraag van 10 december 2014
Belasting, Werk en Inkomen;DWI betaalde altijd tot en met november mijn Nuon rekening dit heb ik met ingang van 1 december overgenomen, de maand november is nog ingehouden op mijn uitkering maar niet betaald door DWI aan de Nuon als gevolg ik krijg briefen met verhoging ik heb daar al over gebeld twee keer met mijn consulent<br />wat ingehouden wordt op uitkering dient U ook te betalenbetalen wat is ingehouden aan de Nuon de maand november
Openbare Ruimte;De DWI betaalde jaren mijn Nuon rekening per december betaal ik het factuur bedrag €64,00 van december zelf, dit bedrag is door mij zelf betaald van mijn uitkering maand november is de laatste inhouding gedaan door DWI factuur bedrag €57,72 factuur november, ik kom er achter wat op uitkering november is ingehouden niet is betaald voor het factuur november, gesprekken gehad per telefoon waar we niet uit komen intussen was het factuur verhoogd door Nuon om problemen te voorkomen duurwaarder  heb ik hem betaald €67,72, ik wil een uitnodiging door een onafankelijk persoon die mij alle bewijzen die ik heb laat <br />overleggen.uitnodiging om mijn bewijzen te overleggen en mijn €67,72 terug te krijgen van DWI ze hebben november voor het laatst mijn Nuon inhouding gedaan maar niet betaald voor factuur van november
Basisinformatie;beste<br />na aanleiding van u brief van mvr van genderen heb ik per brief een klacht in gediend zonder resultaat niet eens een brief dat het was ontvangen gaat er om dat ik alles heb op gestuurd dat ze een berekening kan maken of ik nog geld tegoed had en zo niet dat had ik nu uitslag gehad en kon de advocaat aan de gang er mee<br />kwalijke is dat dit zeeeeeeeeeeeer lang loop dusdat ze nu gaan bereken of geld te goed heb namelijk
Basisinformatie;Naast mijn WW uitkering van het UWV ontvang ik al een tijdje een aanvullende IOAW uitkering van de DWI. Mijn inkomsensconsulent is hiervan op de hoogte. Hij weet dat ik elke maand een vast bedrag ontvang. Ik krijg formulieren opgestuurd (inkomensverklaring), die formulieren moet ik invullen en retour sturen naar DWI met als bijlage mijn uitkeringsspecificaties van het UWV. Ik stuur de formuieren met bijlage op tijd naar de DWI. Echter is mijn uitkering stopgezet omdat de DWI mijn gegevens niet heeft ontvangen. Ik heb meerdere malen contact gehad met de callcenter van de DWI. Mij is gezegd dat ik binnen een tijd van 24 uur teruggebeld zou worden. Dit is echter niet gebeurd.Ik heb de stukken wederom met de post opgestuurd. Ik weet niet waar het fout gaat. Ik wil graag dat dit wordt uitgezocht. Graag wil ik dat mijn uitkering wordt uitbetaald omdat ik mijn vast lasten moet betalen.
Openbare Ruimte;mevr. Stoop wil gebruik maken van het gratis OV 65+. Het is niet gratis omdat kosten moet worden gemaakt voor de persoonlijke OV.In de eerste brief de informatie dat een persoonlijke OV nodig is en dat er een saldo van € 20,-- nodig is.
Belasting, Werk en Inkomen;Ik heb een openstaand bedrag dat ik moet betalen bij de DWI. Ik betaal netjes ieder maand het bedrag dat op de acceptgiro staat op tijd. Vorige maand had ik een brief gekregen waarin er een soort bedreiging werd geschreven, en werd verteld dat ik het bedrag niet had betaald. Ik had het bedrag wel betaald, en ik heb daarna gebeld en dit laten nakijken, de contactpersoon zei ook dat het was betaald en diende een excuus hiervoor aan. Nu krijg ik gisteren weer een volgende brief waarin wordt verteld dat ik niet heb betaald, en dat er voor de laatste keer wordt gedreigd om te betalen. De kenmerk die daarop wordt weergegeven heb ik bekeken, en deze heb ik netjes op 31 december betaald, en het is nu 10 januari en ik krijg een voor de 2e keer een onjuiste brief. Ik vind dat dit een belediging tegenover mijn kant is. Ik wil dat de persoon die dit regelt dit niet meer gaat doen en weer een excuus aanbiedt. Anders ga ik andere juridische stappen proberen te nemen!!Ik wil dat de persoon die dit regelt niet meer van deze onnodige onrespectvolle bedreigings brieven gaat sturen en een excuus aanbiedt. Ik wil niet weer voor de zoveelste keer door de Gemeente op een niet ethieke manier lastig gevallen worden!! In de bijlagen stuur ik een afbeelding van het kenmerk 6500000001464960, welke is betaald op 31-12-2014.
Openbare Ruimte;Het DWI neemt binnen 8 weken nadat ik mijn aanvraag voor WWB heb ingediend een beslissing. Nu inmiddels 10 weken later heb ik nog niks vernomen. Ik heb een aantal keer met de klantenservice gebeld. Men heeft mij verteld dat ik door mw. Paal de gene die mijn aanvraag in behandeling neemt zou worden teruggebeld. Op 5 januari jl, heb ik mw Paal gesproken. Zij heeft mij verteld dat ze mijn aanvraag zo snel mogelijk in behandeling zal nemen en dat ik uiterlijk vrijdag 9 januari bericht zou krijgen. Ook zou ik worden uitbetaald. Geen van beiden is gebeurd. Mw. Paal heeft mij ook kunnen uitleggen dat door de feestdagen en de verhuizing van het DWI mijn aanvraag enige vertraging heeft opgelopen. Iets waar ik niet verantwoordelijk voor ben. <br />Ik begrijp nu dat het niet lukt om binnen acht weken een beslissing te nemen op mijn aanvraag, ik heb van het DWI echter geen schriftelijk bericht ontvangen dat deze termijn wordt verlengd. <br />Ik wil in een schriftelijk dan wel mondeling bericht horen waarom ik nog geen bericht heb ontvangen. Indien het termijn van acht weken is verlengd wil ik hier schriftelijk bericht over ontvangen. Ik wil dat het DWI een besluit neemt.
Openbare Ruimte;Op MijnOverheid.nl wordt vermeld dat er een WWB is toegekend op 14 feb 2014. Dit is onjuist. Ik wil dit graag dat dit verwijderd wordt. Een correctieverzoek is ingediend bij UWV Gegevensdiensten. Zij geven aan dat zij dit niet kunnen aanpassen en verwijzen in dit geval naar de gemeente. Na herhaaldelijk contact en ik word niet teruggebeld door mevrouw Westerhof, is het kennelijk niet mogelijk dat iemand deze gegevens kan aanpassen.Ik wil graag dat de WWB niet meer vermeld wordt op MijnOverheid.nl.
Openbare Ruimte;Medewerker heeft mevrouw onheus en onvriendelijk behandeld en vernederd. Medewerker geeft mevrouw het idee dat ze minderwaardig was. Medewerker is ongeduldig en onvriendelijk. Geeft indruk geen tijd te hebben en kwam intimiderend. Mw. heeft medewerker per e-mail op de hoogte gebracht van onvrede en medewerker heeft niet gereageerd.Wil dat medewerker op de hoogte wordt gesteld en erop wordt aangesproken.
Parkeren;klant geeft aan dat zij op 15-12 2015 heeft gebeld  naar DWI om aanvraag formulieren  CZV aan te vragen. Zij heeft deze formulieren nooit ontvangen en inmiddels is de termijn vertreken om zich aan te melden bij ZKAKlant wil als nog geaccepteerd worden voor deze verzekering: geeft aan dat het niet haar fout is dat zij de formulieren niet heeft ontvangen. Geeft nogmaals aan dat zij op tijd gebeld heeft: dit is ook geregistreerd in het systeem
Parkeren;Ik krijg van gemeente Amsterdam afdeling dienst werk en inkomen steeds een brief over de kinderalimentatie die ik moet betalen. Nu heb ik twee keer telefonisch contact met ze gehad over het feit dat het niet klopt. Ik zou moeten betalen voor mijn twee kinderen terwijl alleen mijn dochter bij mijn ex woont en mijn zoon al vanaf 29 september 2014 bij mij woont en hier ook naar school gaat. Nu is het zo dat mijn ex geen copie van haar ID wilde geven zodat hij hier ook ingeschreven kon worden, terwijl ze wel toestemming gaf dat hij bij mij kwam wonen en hier naar school ging. Deze toestemming heeft ze ook schriftelijk gegeven op de school. Ik kon hem nu pas per 08-12-2014 hier ingeschrijven. Ik weet best dat ik kinderalimentatie moet betalen maar niet voor twee kinderen terwijl er maar 1 bij mijn ex woont. Hierbij komt ook dat ik alleen voor de kosten moet opdraaien voor de zorg van mijn twee zoons die bij mij wonen en ik geen enkele tegemoetkoming van haar kant zie.Een nieuwe berekening maken en rekening houden met de situatie zoals deze nu is.
Belasting, Werk en Inkomen;7 januari gebeld met DWI omdat de afspraak de 8ste niet door kon gaan. Toen is haar verteld dat ze binnen 24 uur zou worden teruggebeld. Is niet gebeurd. Consequentie daarvan is dat een nieuwe inspanningsperiode van start gaat van maar lieftst 6 weken. Hierdoor krijgt ze geen inkomen binnen. Moeder meldt klacht en meldt dat dochter gewoon recht heeft op de uitkering.De klacht registeren. Melder wil dat vaststaat dat zij niet is teruggebeld. Dat is bij dezen geregistreerd.
Openbare Ruimte;info verstrekt aan derdendat er geen info aan derden wordt verstrekt
Parkeren;Gewoon een simpele aanvraag voor bijstands- uitkering na verhuizing vanuit gemeente Zaandam.<br />Loopt uit op een ramp.Nieuw personeel aannemen, wat de Nederlandse taal machtig is, en weet hoe met complexe automatisering systemen te werken.
Openbare Ruimte;Op vrijdag 16 januari ben ik bij de Dienst Werk en Inkomen in Amsterdam Noord geweest, omdat ik arbeidsongeschikt ben, maar volgens het UWV geen recht heb op een Wajong uitkering. Echter, bij de receptie van de DWI is mij uitgelegd dat ik alleen een bijstandsuitkering aan kan vragen en er sinds 2014 geen regels gewijzigd zijn. Volgens deze website en ook telefonisch wordt juist aangeraden naar het DWI te gaan.Het personeel voorlichten over de gewijzigde wetgeving, waardoor dit niet meer voorkomt. Daarnaast mij alsnog een gesprek aanbieden, waarin kan worden bepaald welke mogelijkheden er zijn voor ondersteuning vanuit de participatiewet.
Openbare Ruimte;Ik kreeg een bevestiging van een declaratie scholieren vergoeding terwijl ik helemaal niets gedeclareerd heb.<br />Ik woon niet eens in Amsterdam.Zoek uit wie er op 27 jan. om 11:01 een scholierenvergoeding heeft gedeclareerd en maak hem duidelijk dat hij een foutje heeft gemaakt bij het invullen van zijn e-mailadres.
Parkeren;Medewerker van de fibu die Shirly Helder vervangt wilde haar naam niet geven aan de telefoon en de verbinding verbroken.Beter met de client communiseren.
Openbare Ruimte;Ik heb een klacht over de heer Kraaijenbrink van het DWI.Op een gegeven moment in het telefoongesprek zegt deze heer: ''t Is heel simpel,U zit in een traject ,zal ik je even uitleggen,U zit toch in een traject?Klopt dat?'Daar zeg ik op: 'Ja, ik ben gedwongen in een traject mee te doen,ja.'Waarop hij zegt : Nou ja , niet gedwongen. U zit in een traject'<br />Waarop ik weer corrigerend op reageer met:'Nee,nee ik word gedwongen'<br />Daarop zegt hij:'daar ga ik niet over discussieren'Daarop zeg ik: ' U zegt van nee ,dan zeg ik van ja'Zegt hij : Mag ik even, mag ik even?'Zeg ik: 'Maar U zegt van nee.'Hij weer : 'Mag ik even uitleggen geven anders hang ik nu op. Ik heb geen tijd ok?'Daarop zeg ik :'Deze manier van omgang vind ik niet vriendelijk van U'Waarop hij zegt hij,zijn stem verheffend :'Dag Meneer, dag meneer Halkes, tot ziens' En hangt op<br />Ik wil dat de heer Kraaijenbrink zijn excuses voor zijn onbehoorlijke gedrag aanbiedt . En dat het DWI zijn medewerkers klantvriendelijker opleidt.
Openbare Ruimte;Mijn IAOW - uitkering van januari 2015 is nog niet gestort op mijn rekening<br />mijn BSN is: 030444159graag alsnog uitbetalen op mijn rekening NL76RABO0144973723  tnv M. Stultiens, Amsterdam
Belasting, Werk en Inkomen;Ik dit jaar nog geen stadspas ontvangen. Waarom niet?Stadspas 2015 toesturen.
Openbare Ruimte;In de inkomstenverklaring voor januari die wij voor het nieuw jaar in de bus hebben gedaan, hebben wij aangegeven dat wij de bijstandsuitkering stop willen zetten. Op 24 januari kregen wij echter een brief behandeld door mevrouw C.M Hooten dat wij nog een bijstandsuitkering krijgen. Op woensdag 28 januari belde ik de gemeente hierover. Ik werd verteld dat ik door mevrouw C.M. Hooten teruggebeld zou worden. Dat is tot op heden niet gebeurd.De bijstandsuitkering stopzetten.
Openbare Ruimte;Twee takken van boompje gerukt bij, en rotzooi achtergelaten na ophalen grof vuil (huisraad).herstel boompje en aanpassing werkwijze, namelijk vooral schade voorkomen.
Belasting, Werk en Inkomen;Ik had gebeld en gesproken met Mevr. Els Pikal zij had contact opgenomen met mijn inkomensconsulent en die had aan Mevr. Pikal doorgegeven dat ik niets hoefde te doen omdat dit pas ingaat per 1 Juli 2015.<br /><br />Vervolgens heb ik toch een lager inkomen gekregen heb vervolgens weer gebeld met mijn Inkomensconsulent Mevr. G Roosblad en zei dat ze het voor mij ging uitzoeken(26 Januari) en zou mij binnen een week terugbellen(Uiterlijk 02 Februari).<br /><br />Dit is niet gebeurd en heb zelf gebeld op 3 Februari waarin ik niet netjes te woord ben gestaan door Mevr. G. Roosblad.<br /><br />Zij wist allereerst niet waar ik het overhad en moest nog een keer mijn verhaal doen vervolgens gaf ik aan dat zij mij zou terugbellen.<br /><br />Mevr. G Roosblad haar worden waren letterlijk naar mij toe 'Ja ik zou u bellen en nu?'<br />Dus ik ja en nu?A. Haar erop aanspreken en excuses maken die ik overigens niet heb gehad.<br />B. Dat dit zo snel mogelijk word uitgezocht waarom ik een lager inkomen heb gekregen binnen een bepaald termijn.<br />C. En ik wil een andere inkomensconsulent begrijp niet waarom ik Mevr. G. Roosblad heb voorheen had ik Mevr Abdelmoula die mij prima beviel. Zij was vriendelijk,beleefd en hield zich aan de afspraken. Kan Mevr. Roosblad nog van leren!!!!!
Belasting, Werk en Inkomen;Bij de afdeling voorzieningen van het DWI Noord, staat constant mijn verkeerde adres gegevens in het systeem.<br />Mercuriusplein 12 B daar woon ik al niet meer sinds april 2008Omdat zij het adres niet veranderen naar het huidige adres waar ik sinds april 2008 al woon, sturen ze de papieren die betrekking hebben op voorzieningen en mijn stadspassen elk jaar naar verkeerde adres.<br />Daarom loop ik voorzieningen mis en moet ik steeds de stadspas opnieuw aanvragen en dan komt het wel goed, maar dat brengt steeds kosten met zich mee.<br />Ze weigeren dan een nieuwe te sturen naar het goede adres. Maar laten mij een nieuwe aanvraag indienen.<br />
Parkeren;De wachttijd is veel te lang. Ik heb gister bijna 2 uur in de wacht gestaan en vervolgens nog niet geholpen.<br />Vandaag weer een poging gewaagd, en zit nu al richting de 30 minuten. Dit is niet normaal!!<br />Ook hoor ik graag hoe veel wachtenden ik voor mij heb en wat de wachttijd is. Dit is echt pure tijdverspilling en ik ben nog niet eens geholpen!Meer mensen aannemen om de telefonische service te verlenen en daarmee de wachttijd te verlagen. Daarnaast ook meer informatie verstrekken omtrent de wachttijd, aldus: hoe veel wachtenden voor je en wat de wachttijd bedraagt.
Openbare Ruimte;Op 28 januari heeft u mij een stadspas gestuurd aangezien ik een 65 plusser ben.Ik vind de stadspas een sympathiek gebaar voor Amsterdammers met een laag inkomen. Daar hoor ik echter niet bij. Kennelijk is er geen inkomenstoets geweest. Ik hoop wel dat die plaats vindt bij de uitreiking van deze pas.<br />Mij mag u in ieder geval van deze lijst afhalen.Spreek mij aan met:
Openbare Ruimte;Stadspas niet aangekomen. inmiddels 8 februari 2015. <br />De Stadspas 2015 zo spoedig mogelijk bij mij bezorgen.
Parkeren;3. Beleidsregels stadspas(3B, 2015, 10)<br />Beleidsregels stadspas(3B, 2015, 10)<br />Bekendmakingtype: verordeningen en reglementen<br />Uitgever: Gemeente Amsterdam<br />Locatie: Amsterdam <br />Publicatiedatum: 2015-02-09<br />https:<wbr />/<wbr />/zoek.officielebekendmakingen.nl<wbr />/gmb-2015-11236.html<br /><br />In deze bekendmaking staan uitgangspunten voor de berekening van diverse grondslagen. Het zou de burger meer inzicht verschaffen als er concrete bedragen voor het jaar genoemd zouden worden. Nu heb je er niets aan zonder eerst in allerlei andere publicaties te zoeken.Wat wilt u dat de gemeente gaat doen naar aanleiding van uw klacht:
Parkeren;ik heb nog steeds niet mijn stadspas ontvangen voor 2015de stadspas zo spoedig mogelijk aan mij opsturen
Parkeren;Hallo.<br />Ik ben Bouchta EL Abiad.<br />Ik heb 2 weken geleden gebeld over de nieuwe stadpas.<br />Er werdt toen gezegd dat het binnen een paar dagen binnen zou komen.<br />Maar dat is niet gebeurd de buren hebben het wel binnen en wij niet.<br />De vakantie is bijna en ik wil mijn kinderen graag ergens brengen.<br />De nieuwe stadpas snel op sturen en de kaartjes voor de vakantie.
Openbare Ruimte;Mw Ploeg uit Diemen belt met de volgende klacht. Haar man werkt bij Gemeente Amsterdam en er is sprake van beslaglegging door GGN. Nu is hier al enige tijd sprake van en zo'n 2 maanden geleden was er door dhr Frans Vogel van de P-desk een verkeerde beslissing genomen, omdat hij weigerde een correctie uit te betalen. Er was nml teveel geld ingehouden door de GGN. Er is toen een klacht ingediend en bedragen werden achteraf terug betaald. Dus dat was goed gekomen.Nu is er volgens mw Ploeg opnieuw een grote fout gemaakt en is vrijwel het gehele salaris van haar man ingehouden. E 1000,- heeft dhr Frans Vogel naar het CJIB overgemaakt en E 800,- heeft hij overgemaakt naar het GGN. Vervolgens wordt er E 152,- door het CJIB ingehouden op het salaris van dhr Ploeg. Nu houdt dhr Ploeg slechts E 5,- over en kan nu de vaste lasten niet betalen.Mw Ploeg en dhr Ploeg vinden dat dhr Frans Vogel dit werk niet meer kan doen. En het geld moet zo spoedig mogelijk teruggestort worden naar de familie Ploeg.
Openbare Ruimte;Mijn zoon vroeg gisteren om zijn Stadspas en bonnen en toen pas had ik door dat we geen Stadspas ontvangen hebben voor 2015.<br /> Ik heb toen gebeld Mt Laura Steensma van Gemeente Amsterdam,<br />Zij zei dat ik t moest aanvragen en dat dat 2 weken gaat duren.<br />Ik kon met niemand bellen,..niemand mailen,...en dat vind ik raar omdat ik juist nu veeeeel.minder inkomen heb.Zsm mijn Stadspas toesturen zodat mijn zoon nog gratis kan zwemmen en gratis nr de Bios kan gaan.
Openbare Ruimte;Ik heb tot nu toe geen Stadspas ontvangen en heeft geen verandering in mijn financiele situatie plaats gevondenMij alsnog een pas toesturen.
Basisinformatie;een oma  mag van jullie en jette klijnsma niet op de kleinkinderen passen. lange frans zijn schoon moeder deed dit en moet 35000 euro terugbetalen. ze moesten jette klijnsma en de chef van de sociale dienst oppakken en direct in de gevangenis gooien!!!oma een uitkering geven en niets laten betalen. en de verantwoordelijke op staande voet ontslaan, zonder oprotpremie
Belasting, Werk en Inkomen;gratis ovbelachelijk gratis ov voor uitgeprocedeerden echt schandalig het ene na het andere verzorgings huis wordt gesloten ouderen moeten maar thuis blijven vanwege geld gebrek en ik werk me de tyfus om gratis ov aan te bieden aan mensen die hier niet horen te zijn  te gek voor woorden ga eens bij ouderen langs die na 70 jaar nog steeds de deur niet open durven te doen ivm tweede wereld oorlog dit kan echt niet en ik wens hier ook niet aan bij te dragen bed,bad,douche is heel wat anders dan gratis ov heeft niks met elkaar te maken te schandalig voor woorden
Openbare Ruimte;ik huur via alliantie en mijn huur wordt volgens  dwi betaald vanaf  uitkeringeen onderzoek op de aarde van de klacht van huurder  en waarom dwi meld een betaling dat alleen bij de specificatie is gemeld maar volgens de alliantie het klopt niet
Openbare Ruimte;Ik heb geen gratis ov chipkaarten ontvangen
Openbare Ruimte;Telefonisch onbereikbaarheid van de afdeling Incasso en Kredietverstrekking van de GKA.In het dossier verwerken dat ik op 24-03-2015 heb proberen te bellen.
Basisinformatie;ik ben ontevreden over mijn budget conculent<br />ik wil graag iemand andersmij een andere budget Conculent geven
Parkeren;Fibu medewerker<wbr />/budgetconsulent heeft meerder keren verzuimd om leefgeld te storten zonder het doorgeven van de informatie, shirley helder is erg nalatig met reageren en of doorgeven van informatie.budgetconsulent werkzaam op de Elisabethwolfstraat nr.2 te Amsterdam
Openbare Ruimte;De inkomensgrens voor de stadspas is in 2015 veranderd, waardoor ik geen recht meer heb op de stadspas. Ik heb me 3x geprobeerd af te melden voor de nieuwsbrief van de stadspas, maar dan staat er dat mijn mailadres onbekend is.ik wil dat de gemeente ervoor zorgt dat ik geen mails of nieuwsbrieven meer van de stadspas ontvang.
Parkeren;ik wil graag mijn stadspas ontvangen voor 2015 het is nu april en heb de pas nog steeds niet ontvangen gebeld gebeld <br />mijn vrouw heeft de pas wel begin januari ontvangen
Openbare Ruimte;Ik ben overgestapt naar de collectieve zorgverzekering van de Gemeente Amsterdam, Zilveren Kruis Achmea.<br />Ik heb destijds aangegeven dat ik graag alle voorwaarden en verzekerde zorg hetzelfde willen laten. In dit geval gaat het om mijn tandartsverzekering. Ik ben 10 jaar lang verzekerd geweest bij Agis en heb altijd een top tandartsverzekering gehad omdat ik een laag inkomen heb en bij problemen aan mijn kronen wil dat ik goed verzekerd ben en niet voor verassingen kom te staan en het niet kan betalen. Nu ben ik overgestapt en heb ik met iemand van Zilveren Kruis gesproken die zei dat ik te hoog was verzekerd voor de tandarts en die zou mij een verzekering lager zetten. <br />Nu kom ik net bij de tandarts vandaan en heb ik gebeld met Zilveren Kruis om te vragen hoe ik de rekening op moest sturen. Toen vertelde zij mij dat ik helemaal niet verzekerd was voor de tandarts en nu moet ik de rekening van 70,85 euro zelf betalen. <br />Ik ontvang alleen AOW en kan dat niet betalen.Ik ben zo ontzettend geschrokken. Ik weet niet wat ik moet doen. Ik ben 87 jaar oud en kan dat allemaal niet betalen. Ik wil gewoon graag goed verzekerd zijn, maar ze kunnen mij pas volgend jaar weer bijschrijven op de tandartsverzekering zeggen ze. Terwijl het niet mijn bedoeling is geweest niet verzekerd te zijn voor tandartskosten.
Parkeren;Ik heb het nummer van het dwi gebelt nl,0203463636 en vrooeg om de aanvraagformulieren van de congratuele bystand zoals ik die op uw website gelezen had en de bybehorende vereiste .maar de beambte speelde gewoon een spelletje met my alsof ze van het bestaan van zo,n ruitkering niets afwist en of ik een of andere toeslag bedoelde kortom het gesprek liep op niets uit.Dat myn aanvraag gehonoreerd word en de aanvraagformulieren hiervoor kryg opgestuurt
Openbare Ruimte;Meneer heeft nooit bericht gehad dat hjij CER kon aanvragen, komt er nu achter dat hij eigen bijdrage zelf moet betalen. Is hier nog iets aan te doen?
Parkeren;Ik heb op 03 03 2015 een declaratieformulier ingestuurd naar het DWI voor scholierenvergoeding. Het is inmiddels 16 april en ik heb nog niets ontvangen.<br />Mijn administratie nr is 3305223 en mijn BSN is 12422864<br />Mijn naam is Thenya van Willigen. <br />Mij mailt waarom ik het geld nog steeds niet heb ontvangen. <br />Er was beloofd dat het maximaal twee weken zou duren voor het overgemaakt zou worden.
Basisinformatie;door de kostendelerswet komt burger in moeilijkheden met 2 inwonende kinderen
Openbare Ruimte;BBZ leining voor levensonderhoud.<br />Ik heb de papieren gegeven en heb een leuke gesprek met de Gemeente ambtenaar. Tijdens dit gesprek is het me beloofd dat ik na vier weken een voorschoot zal krijgen. Na twee weken heb ik gebeld en heb gevraagd of er alle documenten in orde zijn. Het antwoord was positief. Maandag 13 April heb ik weer gebeld en gevraagd of ik de beloofde voorschoot kan krijgen. Het is me gezegd dat ik niet alle papieren heb verstrekken en dat ze mij een brief hebben gestuurd. Deze brief heb ik nooit ontvangen, er zal een nieuwe brief gestuurd worden. Woensdag 15 April heb ik weer gebeld en gevraagd waar blijf de nieuwe brief. Het is me gezegd dat de brief zal worden gestuurd, maar de voorschoot is al geregeld, en ik zal het geld volgende dag krijgen. Wel twee dagen later Vrijdag 17 April heb ik weer niets gekregen. Ik heb meerdere keren aangetoondt dat ik helemaal niets meer te eten heb, dat ik al 3 dagen alleen reis eet. Nu heb ik niets meer te eten.Ik wil dat de Gemeente deze FALSE Ambtenaar die beweerd dat hij mensen helpt om hem aan te spreken en zijn daden straffen. Ik heb op zijn word gerekend, ik heb geen geld, en absoluut niets meer te eten. Het is niet normaal wat Van der Velde met mensen in nood doet. Schamte.
Parkeren;Geachte mijnheer<wbr />/mevrouw,<br /><br />Gisteren om heb ik om 13.30 uur gebeld en een terugbelverzoek ingediend voor mijn inkomensconsulente. Tijdens het gesprek werd me twee keer benadruk opnieuw contact op te nemen als ik binnen 24 uur niet gebeld zou zijn door de consulente. Alsof de telefonist het van te voren wist, ben ik nu inderdaad niet gebeld.<br /><br />Ik probeer nu weer contact op te nemen met het DWI via het telefoonnummer 0203463636, maar omdat er een wachttijd is van 20 minuten hoop ik u op deze manier te bereiken.<br /><br />Ik zou 27 januari al uitsluitsel krijgen wat betreft mijn aanvraag voor een uitkering. Mijn eerste klantmanager Mustapha Boudra heeft mij verkeerd of niet ingelicht over mijn rechten en plichten aangaande mijn aanvraag voor een uitkering.<br /><br />Graag wil ik contact met mijn inkomensconsulente zoals afgesproken was voor vandaag.
