Categorie;Email
Openbare Ruimte;Hallo,<br /><br />Gisteren (di 23 december) ben ik met mijn gezin naar Amsterdam geweest. Een half jaar geleden hadden we gebruik gemaakt van de P+R en dat was goed bevallen. Gisteren hebben we hetzelfde gedaan en hebben onze auto bij het olympisch station gezet. Helaas waren beide automaten defect en konden we geen OV kaartje krijgen. De aanwezige beambte gaf aan dat we in de tram onder dezelfde voorwaarden een kaartje konden kopen. Echter in de tram moesten we 4 dagkaartjes kopen (3x€7,50 en 1x€2,50 voor onze jongste zoon). We konden de tramchauffeuze niet overtuigen en hebben dit uiteindelijk gedaan. Volgens de P+R zouden we €6,80+€1,00 kwijt zijn, ipv €25,00 + €1,00.<br />Restitutie van het teveel betaalde bedrag. ( €25,00 - €6,80 = €18,20 ) Ons rekeningnummer is NL18 RABO 0331 5177 95<br />Dit is ook wat de dienstdoende parkeer beambte ons adviseerde toen we eind van de dag hierover hadden gereclameerd.<br />
Openbare Ruimte;Al vanaf de zomer is de gemeente in gein3 (Amsterdam zuidoost) bezig de weg, de stoep en parkeerplaatsen te vernieuwen. Nu zijn er in onze wijk 2 problemen ontstaan. Het eerste probleem is dat men de parkeervakken smaller gemaakt heeft zodat er meer auto's kunnen parkeren. Probleem waar de gehele straat nu tegenaan loopt is dat er geen rekening met opengaande deuren is gehouden. Hierdoor zijn de parkeervakken te smal geworden. Buurtbewoners parkeren nu in 2vakken tegelijk omdat zij anders niet normaal hun auto in en uit komen, wat weer erg vervelend is voor mensen die hun auto er niet meer naast kunnen parkeren. Zou iemand hier aub naar willen kijken? Het tweede en eigenlijk mijn probleem is dat er een paaltje geplaatst is op de stoep zodat er geen auto's meer de straat in kunnen rijden: op zich een fantastisch idee ivm spelende kinderen etc. Probleem is echter dat ook deze paal fout geplaatst staat omdat een canta er niet meer door past. Dit is erg vervelend vandaag geweest voor visteDe paal verplaatsen of weghalen zodat er een canta doorpast en wij 2e kerstdag opnieuw met familie kunnen gaan vieren zodat ze weer bij onze voordeur kunnen komen, en de parkeervakken verbreden eventueel dmv boom stukken weg te halen of de extra parkeervakken weg te halen.
Basisinformatie;Geachte meneer<wbr />/mevrouw,<br /><br />Hierbij wil ik mijn onvrede uitspreken over de verhoging van de parkeervergunningen in de binnenstad van Amsterdam.<br />Terwijl er al 5 jaar lang een economische crisis heerst in Nederland, durft Cition de parkeervergunningen in de binnenstad van Amsterdam met meer dan 20 % te verhogen!<br />Met dank aan D66!<br /><br />Hoogachtend,<br /><br />H.R.W Deerenberg<br />Ik wil graag dat deze klacht B en W bereikt.
Basisinformatie;Aanmaning parkeerbelastingAanmaning intrekken
Openbare Ruimte;Ik heb gister (zondag 28 December) in de arena gebruik willen maken van p+r <br /><br />Maar bij terug komst moest ik het maximale bedrag van €24,50 betalen in plaats van de €1 ook wilde betaal automaten mijn ov kaart niet lezenTerug gaven van het te veel betaal parkeer geld
Openbare Ruimte;ik F.A.Oudt geb d.d 01-10-1950 heb een  parkeerboete ontvangen in 2012 op kenteken XR-BB-76.<br />Ik heb niet geparkeerd in Amsterdam: op de boete staat dat de kleur van de auto zwart is terwijl de kleur metalic-donkerblauw is.<br />Ik heb hier eerder contact gehad met parkeerbeheer en dit genoemd, hierna is er geen aanmaning meer verzonden om te betalen.Ik word nu bedreigt met allerlei acties wanneer dit niet betaald word terwijl ik niet in Nederland ben tot 3 mei in Spanje.<br />Daarbij komt ik kan geen geld overmaken omdat mijn digipas gestolen is en de bank geen digipas toestuurd naar het buitenland.<br /><br />
Belasting, Werk en Inkomen;Hallo, Op 29 december hebben wij een dag uw stad bezocht. We hebben de auto in de P&R ArenA geparkeerd en daar 2 GVB kaartjes gekocht voor €5. Met die kaartjes zijn we met de metro en laatste stukje met de tram naar het Leidseplein gegaan. Daarvandaan hebben we nog het Stedelijkmuseum bezocht en daarvandaan wilden we weer terug. Met behulp van de 9292OV app een 'terugreis' uit laten zoeken. Deze app kwam met het advies om de tram te nemen naar Amsterdam Zuid en daar op de metro naar de ArenA<wbr />/Buitenvelderd te stappen. Dat hebben we gedaan maar toen we wilden afrekenen weigerde de automaat het €8 tarief te berekenen omdat we niet vanuit het centrum zijn vertrokken. Als je alleen naar het stuk met de metro kijkt dan klopt dat ook wel. Maar we zijn toch echt bij het Concertgebouw op de tram gestapt om weer terug te gaan naar de P&R ArenA. Dit komt nogal 'oneerlijk' over omdat je bij het bepalen van je terugreis dat als een reis ziet.Het systeem aanpassen dat als je moet overstappen van tram naar metro het toch als 1 reis wordt gezien. Het systeem zou de tijd tussen de overstap kunnen bekijken en constateren dat het om een om overstap gaat.
Parkeren;Na anderhalf jaar wachten was ik heel blij met mijn parkeervergunning in de Hasebroekstraat in Amsterdam Oud West 1.1 (nr: 3328221). Echter, sinds de Hallen op zijn geleverd is het bijna onmogelijk geworden om nog parkeerruimte te vinden in de straat. Het extra terrein dat bij de Hallen veel ruimte opleverde is weg gehaald en door de populariteit van de Hallen zetten veel bezoekers de auto bij ons in de buurt. <br /><br />Ik heb hierover reeds 2x het stadsdeel gemaild (op 24<wbr />/11 en 11<wbr />/12, info.sdw@amsterdam.nl) maar tot op heden nul reactie gekregen.mij informeren naar de plannen voor oplossing van het probleem.
Openbare Ruimte;gisteren parkeerden wij bij de Arena, p+r. Bij het binnenrijden parkeerkaart getrokken. Bij de kassa's 2 ov-kaartjes gekocht a € 5,00. Einde van de dag de parkeerkaart in het apparaat gestoken en we moesten € 14,00 betalen! Dit met een briefje van € 20 gedaan.<br />We vonden dit toch erg duur en spraken iemand van parkeerbeheer aan en die vertelde dat wij de ov-kaartjes bij de lezer moesten houden waardoor we maar € 1,00 betaald zouden hebben. Ik zou graag van u de teveel betaalde €13 terugkrijgen.retourneren van de onverschuldigde € 13,00
Parkeren;Per 1 januari 2015 wordt het parkeertarief in mijn buurt, Zuid 3.2 De Pijp verhoogd. Ik vind deze verhoging niet acceptabel omdat ik heel veel problemen ondervind bij het parkeren op zondagavond.(Soms wel een half uur rondrijden.) Dit komt doordat men dan gratis kan parkeren. Daar wordt door niet-buurtbewoners gebruik van gemaakt bijvoorbeeld door eigenaars van busjes die niet in de parkeerplaatsen passen.<br />Op zondag betaald parkeren invoeren in mijn buurt.
Parkeren;Beller geeft aan dat er niet goed is gecommuniceerd met de burgers dat er bij sommige parkeerautomaten geen pincodes ingevoerd hoeven te worden. Ook wil hij dat burgers keuze moeten krijgen of ze wel of geen pincode moeten invoeren.graag pinco invoeren weer invoeren en keuze om wel of niet invoeren pincode overlaten aan de burger
Basisinformatie;Geachte heer<wbr />/ mevrouw,<br /><br /><br /><br /><br />Bij de eerste betaling had ik de betalingskenmerk verkeerd geschrijven, waarbij ik een brief thuiskreeg dat ik de betalings kenmerk moest opnieuw opschrijven en sturen, dat heb ik gedaan. Datum van betaling was op 3-12-2014<br /><br /><br /><br /><br />De brief had ik 2 weken geleden ongeveer opgestuurd. <br /><br />4 dagen geleden heb ik een verhoging gekregen, ik heb gebeld en de situatie uitgelegd en moest dus een email sturen met een bewijs dat ik betaald had. <br /><br />In de bijlage ziet u de betaalingsgegevens.Dat het geregeld word en niet wachten op een tweede verhoging
Openbare Ruimte;Wij zijn vandaag, zoals we vaker  hebben gedaan in het verleden, vanuit Hoofddorp voor de p en r faciliteiten van Sloterdijk naar de binnenstad. Wij zagen ter plekke dat er eea gewijzigd was. Na het bestuderen van de website zagen wij dat wij wel met de trein konden gaan. Zie tekst van vandaag op jullie site in het kader bij de volgende vraag.<br /><br />echter toen wij op het perron waren bleek dat wij het kaartje niet konden afstempelen en bij betalen bij de parkeerautomaat bleek dat wij de volle mep moesten betalen. Bij navraag bleek dat we alleen met de bus konden en nu dus pech hadden. Via uw website hebben wij dus verkeerder info gekregen waar we onze keuze op hebben gebaseerd en wat uiteindelijk behoorlijk prijzig is uitgevallen.Informatie juist op site vermelden en deze klacht netjes afhandelen.
Basisinformatie;Verhoging vergunnningtarief bewonersvergunning Oud-West 1.1<br />In een jaar tijd is dit tarief verhoogd van resp 109,50 euro naar 136,50 en nu naar 165 euro<br />Dit is een verhoging van meer dan 50 procent en staat niet in verhouding tot de beschikbaarheid van voldoende parkeerplaatsen in Oud West<br />Sinds de komst van De Hallen is de parkeerdruk enorm toegenomen en er zullen 71 parkeerplaatsen worden verwijderd met het realiseren van het bestemmingsplan Ten Katestraat<br />Ik maak bezwaar tegen verhoging van het parkeertariefIk wil dat de Gemeente mijn klacht honoreert in de vorm van het negatief verklaren van deze verhoging en het huidige tarief zal worden  gehandhaafd
Basisinformatie;Wij wilden gebruik maken van het P+R parkeren in de Amsterdam Rai. We kwamen terug van de stad, wilde betalen, en de automaat accepteerde de gescande OV tickets niet. Dit terwijl wij op de juiste wijze in- en uitgecheckt hebben. Nu moesten wij de volle pond aan parkeergeld betalen.Erkennen en een vergoeding van het teveel betaalde parkeergeld. Anders hadden wij net zo goed in het centrum zelf kunnen parkeren.
Parkeren;Geachte heer<wbr />/mevrouw,<br /><br />Vandaag viel er een brief van cition bij ons op de deurmat. Ik schrok enorm. Het gaat over de parkeervergunning die ik bezit en per half jaar betaal. De kosten voor deze vergunning zijn nu €221,76 per half jaar, maar deze worden verhoogd naar €267,50. Een verhoging van maar liefst €45,74 21% van het huidige tarief. <br />In de brief staat vermeld dat de meeste tarieven van parkeervergunningen worden verhoogd om hiermee de vergunning tarieven van vergelijkbare gebieden gelijk te trekken.<br />Hoe kan je de vergunningen gelijk trekken als je de duurst betaalde zone zoveel verhoogt. Na verder onderzoek staan er op de site van www.cition.nl de tarieven voor 2015. Hier staat mijn vergunning als €276,50 per 6 mnd te boek. Hoezo is dit gelijktrekken? Ik betaal 2 keer zoveel als alle andere bewoners in andere gebieden betalen voor hun parkeervergunningen. Het is een schande. <br />En wat heb je voor dat bedrag? Dat je in de avond als je thuis komt je rondjes rijdt voor een plek.Onderzoeken waarom deze idiote verhoging is. Kennelijk dus niet om vergunningstarieven gelijk te trekken
Openbare Ruimte;het is leugenachtig om te melden dat de tarieven omhoog gaan om ze gelijk te trekken met andere vergelijkbare delen. Het is gewoon kostenverhoging ten behoeve van meer inkomsten. Niet liegen jongens.<br />daarnaast is het pure diefstal om weken voor het ingaan van de vergunning al geld te innen voor een KOMEND half jaar. Dat heet stelen ten behoeve van meer rente-inkomsten.<br />Moet ik jullie nou nog vertrouwen, zakkenvullers?<br />ROT TOCH OP!!!!
Openbare Ruimte;Op vrijdag 02-01-2015 11:12 tot 03-01-2015 15:54 heb ik geparkeerd in de P&R garage RAI. Op de site http:<wbr />/<wbr />/www.parkeren-amsterdam.com<wbr />/pr-regeling staat vermeld:<br />Parkeertarieven P+R Transferium<br />Het parkeertarief is afhankelijk van de tijd van aankomst bij de P+R. Echt goedkoop parkeert u op werkdagen na 10.00 uur en in het gehele weekend. De volgende tarieven voor parkeren zijn van toepassing als u u de P+R binnenrijdt : <br />• maa t<wbr />/m vrij voor 10.00 uur: € 8,00 voor eerste 24 uur, daarna € 1 p.d.<br />• maa t<wbr />/m vrij na 10.00 uur: € 1,00 per 24 uur, daarna € 1 p.d.<br />• in het weekend: € 1,00 per 24 uur<br />De maximale parkeerduur in de P+R is 96 uur. <br />Bij vertrek moest ik €18.- euro afrekenen. (kwitantie 10570) Volgens bovenstaande tarief zou dat max. €2.- moeten zijn.<br />De site aanpassen en de teveel betaalde €16.- terugstorten op mijn rekening NL82INGB0003657869
Openbare Ruimte;verhoging parkeerverguning
Belasting, Werk en Inkomen;Er was een man in het weekend p+r vumc, en die zei dat we de kosten hier konden verhalen.Wij hebben 3 p+r pasjes gehaald voor €5.90, en we kwamen terug in de p+r vumc en de pasjes werden niet geaccepteerd, dus we moesten €12.00 betalen in plaats van €1.00, dat terwijl we wel in-en uitgecheckt hebben met de pasjes.€11.00 terug betalen van wat er teveel is betaald door ons
Parkeren;Dat we een brief hebben gekregen met de verhoging van het parkeer tarief, en dat als we s''avonds  thuis komen geen plek hebben om te parkerenparkeer gelijk trekken zoals in de brief staat, en dan beginnen met het goedkoopste tarief
Belasting, Werk en Inkomen;Geachte gemeente bestuurders,<br />Met ingang van het volgende inningstermijn in 2015 is het tarief voor mijn parkeervergunning in Westerpark 1.1 verhoogd naar € 165.- per 6 maanden. Ik vind dit rond uit schandalig. In dit gebied beschikken we over een van de kleinste parkeergebieden van Amsterdam. Om dan toch een verhoging door te voeren, onder het motto van harmonisering? Dit gaat mij alle perken te buiten. Welke harmonisering? voor wie? zeker niet voor de bewoners van dit stadsdeel. Om dit moment zijn er in mijn straat(Fannius Scholtenstraat) werkzaamheden bezig en wordt de straat opnieuw ingericht. Door deze herinrichting komen er minder parkeerplaatsen terug!!!! en dan toch een parkeervergunning verhoging doorvoeren? Schandalig.<br /><br />Dit komt bovenop de eerder mededeling van november 2014 dat ik als bewoner van De Boetzelear geen recht zou hebben op een parkeervergunning! De uitspraak van mijn bezwaar laat overigens nog steeds op zich wachten. <br />Maar dan nu voor de verhoging!!!!Ik verzoek de gemeente in alle redelijkheid te kijken naar de verdeling van de vergunninggebeiden en bewoners van Amsterdam niet op kosten te jagen omdat zij beschikken over een voertuig. Amsterdam bestaat ook nog uit bewoners in sociale huurwoningen die het op deze wijze alleen maar moeilijker worden gemaakt om in de stad het hoofd boven water te houden.<br />Hoogachtend, <br />M.E. Rellum
Openbare Ruimte;Doordat er zondag gratis parkeren is in stadsdeel west, parkeren daar veel burgers hun auto. Hierdoor kunnen bewoners met een parkeervergunning geen plek meer vinden. Meneer heeft zondag 05-01 anderhalf uur rondjes gereden voordat hij een parkeerplek kon vinden.Meneer wil dat er betaald parkeren wordt ingevoerd op zondag zodat bewoners dit probleem niet meer hebben.
Basisinformatie;Geachte heer<wbr />/mevrouw,<br /><br />Onlangs ontving ik  een brief van het bedrijf Cition (Parkeermanagement).  In de brief worden de bewoners van o.a. de binnenstad op de hoogte gesteld van een 'aantal' veranderingen met betrekking tot mijn parkeervergunning.<br /><br />Uit de brief blijkt dat U, de Gemeente Amsterdam, heeft besloten om de 'meeste' tarieven van parkeervergunningen te verhogen. <br /><br />Voor mij houd dit in dat er per 1 april 2015 een verhoging van 21% dit te worden betaald.  221,76 euro per half jaar naar nu 276,50 euro per half jaar. <br /><br />Ik maak dan ook bezwaar tegen deze absurd hoge en onredelijke verhoging van de parkeervergunning Centrum 2. <br />Ik meen dat deze verhoging buitensporig is en niet in verhouding staat tot de overige tarieven die gelden voor een parkeervergunning in de gemeente Amsterdam.Herzien van de verhoging parkeervergunning Centrum 2
Openbare Ruimte;Meneer vindt  de gehele website amsterdam.nl waarvan de Engelse site IAmsterdam.nl vooral de p&r in het engels niet staat gemeld!!Dat je op amsterdam.nl en dan de engelse site precies dezelfde informatie geeft als de nederlandse site !  Waarschuwing... De toeristen krijgen geen eerlijke kans voor P&R!!
Belasting, Werk en Inkomen;Parkeervergunningen, tarieven zijn te erg verhoogd en mevrouw is het niet eens met de gegeven redenen wat er dan met dat geld gebeurt. Stijging is buiten-proportioneel en u komt voor onaangekondigde kosten te staan.Serieus naar kijken en zo mogelijk verhoging beperken.
Parkeren;Op de parking P+R Sloterdijk is het Weekendtarief (zaterdag en zondag) en feestdagen €1,- per 24 uur. Echter werd ons 11,20€ aangerekend. In plaats van 1€.Het teveel betaalde bedrag terugstorten.
Openbare Ruimte;Uit een brief van Cition van 17 december jl begrijp ik dat het tarief van een parkeervergunning in de Plantage met 21% omhoog gaat. Ik vind dat ongehoord.De tarieven op normale niveau's laten stijgen en niet met meer dan een vijfde per jaar omhoog doen.
Parkeren;Ik heb maandag een klacht ingediend over een bezineauto die geparkeerd staat op een oplaadplek. Dit betreft mijn klacht met referentienummer 2015-0298873. Deze auto staat nog steeds op dezelfde plek geparkeerd! Er is nog geen enkele actie genomen. Er wordt dus niet gehandhaafd.Wegslepen en beboeten.
Basisinformatie;IK vind het een schande dat ook dit jaar meer als 40% extra moeten betalen ,terwijl we weten dat er in de parkeer garage maar een kleine hoeveelheid auto's in kan, en dat wij als buurtbewoners gediscrimineerd worden met het hoogste tarief     al 73 jaar woon ik in de Jordaan ik vind het een schande. <br />Jan de Biede vergunningen verlagen en zeker voor de bewoners die hier al heel lang wonen en dan heb ik het nog niet eens voor de 65+
Basisinformatie;Betreft p en r Zeeburg.<br />Aan alle voorwaarden voldaan. GVB reisbewijzen nog in ons bezit. Helaas werd er € 36 afgeschreven i.p.v.€ 2. Teveel betaald  € 34,-. Hoe en wanneer krijgen wij dit geld terug ?????Onderzoeken hoe en wanneer dit teveel betaalde teruggestort wordt.
Parkeren;Ik maak bezwaar tegen de verhoging van de parkeervergunning.Het niet verhogen van de parkeervergunning.
Openbare Ruimte;mijn klacht gaat over de ENORME  verhoging van de parkeervergunning Westerpark. Begin 2014 betaalde ik € 109,20. De 2e helft al een forse verhoging naar € 136,50 en vanaf april 2015 wordt die maar liefst € 165,00!! Is de gemeente Amsterdam nou totaal hartstikke gek geworden!! Welke pannenkoek verzint zoiets??Het eind is zoek. Wat is de volgende verhoging!?  Ik vind dit een misselijkmakende beangstigende situatie. Het wordt amsterdammers met een kleine beurs totaal onmogelijk gemaakt om een autootje te hebben. Bovendien worden mensen met een kleine beurs al helemaal kaalgeplukt in dit land. Niet een verhoging van hooguit € 2,00 nee hoor, van € 30,00 !! dit zijn 66 harde guldens. Ik was ooit trots om een Amsterdammer te zijn maar dat ben ik allang niet meer.Ik wil dat degen die hierover gaat zijn gezonde verstand gebruikt en deze verhoging NIET en NOOIT door laat gaan!!
Openbare Ruimte;Op vrijdag 2<wbr />/1 hebben we gebruik gemaakt van P+R Zeeburg, inrijden was rond 11.00u. Op zaterdag 3<wbr />/1 zijn we rond 18.30u aangekomen aan de parking voor vertrek. We schrokken toen we € 43.20 moesten betalen. De eerste 24 hadden namelijk aan € 1 aangerekend dienen te worden. (kwitanties kan ik doormailen)Kunt u me een berekening bezorging en reden van dit hoge bedrag verklaren?
Openbare Ruimte;klant heeft nieuwe parkeervergunning betaald per PIN op het kantoor. Krijgt een boete. Bij navraag bij Cition blijkt vergunning niet geactiveerd te zijn. Klant moet zelf terug naar SD om het te gaan oplossen, telefonisch is dit (niet meer) mogelijk. Verder moet hij nu ook nog bezwaar gaan maken tegen de opgelegde aanslag en mogelijke nieuwe aanslagen. Hij heeft zelf geen fout gemaakt.Hr Ensink wil dat dit soort problemen niet meer voorkomt, er staat dat de parkeervergunning na betaling op kantoor per direct ingaat, deze behandeling is zeer onder de maat.
Openbare Ruimte;Op ons korte stukje gracht zijn er drie autodate plekken en meerdere invalideplekken (plus 1 huisarts plek). Nu zijn er sinds kort ook 2 plekken bijgekomen voor electrische auto's. Ik vind dit een buiten proportionele hoeveelheid plekken voor bijzonder gebruik. Daar komt bij dat ik sterke twijfels heb over de mate van invaliditeit van met name 1 parkeerplek. Gebruiker parkeert hier zijn auto en fietst vrolijk weg naar zijn blijkbaar elders gelegen huis. Tot wie kan ik mij richten om dit uit te zoeken?Graag de verdeling van 'bijzondere' parkeerplekken op dit stuk heroverwegen en controleren in hoeverre de invalide plekken op de juiste manier aangewend worden.
Openbare Ruimte;Volgens de P+R-site van jullie had ik gisteren met 4 gezinsleden voor eur 8.70 naar Carre gekund door met de auto in P+R-Rai te parkeren. Het heeft me echter EUR 28.60 gekost, want de P+R-automaten op de RAI waren kapot ( op 10 mei tussen 19:00 en 20:00 uur ), terwijl we om 20:00 uur bij het de voorstelling moesten zijn - immers volgens de meneer van de RAI-parkeergarage konden we OV-kaartjes ( de P+R-variant ) in de tram kopen, maar we konden geen kaartjes pinnen en toen moesten we een taxi nemen om op tijd te komen ( = 16 euro ), en op de terugreis moesten we 4 keer 2.90 betalen om met de tram terug te gaan ( een gezinslid reisde anders terug ) - parkeren voor een euro ging wel goed -dus totaal is 28.60. Dus gaarne retourstorten EUR 19.90 op NL97ABNA0548104298 tnv E. Weenink- Maarssen. Alvast bedankt. Parkeren was met auto 30NDD8 en ik heb bewijsstukken voor parkeer-kosten, taxikosten en 3 kaartjes ad 2.90 ( een kaartje kwijt )ten eerste mij het verschil terugbetalen, ten tweede zorgen dat de automaten altijd werken dan wel fatsoenlijk backup-systeem regelen, plus de mogelijkheid tot het pinnen van losse kaartjes in de tram<wbr />/bus creeren, want dat verpestte het avondje uit ook nog
Parkeren;Hartelijk dank voor het bedankkaartje voor het elektrisch rijden dat ik van de gemeente Amsterdam mocht ontvangen. Al meer dan twee jaar rij ik naar alle teveredenheid elektrisch. Voor mijn werk maak ik bijna dagelijks gebruik van parkeergarage P5 in ZuidOost. Helaas is daar nog steeds geen mogelijkheid om mijn auto op te laden. Volgens mij is de gemeente Amsterdam eigenaar van deze parkeergarages. He komt mij daarom wat vreemd over dat enerzijds Amsterdam elektrisch rijden sterk promoot en anderzijds in haar eigen parkeergarages geen oplaadpunten aanlegt. Weet u wanneer in P5 eindelijk oplaadpunten aangelegd gaan worden?Zo snel mogellik oplaadpunten aanleggen in P5. Ik zie elke dag een aantal elektrische auto's die hier gebruik van zouden willen maken. 10 Oplaadpunten zou fijn zijn.
Openbare Ruimte;Ik ben vergunninghouder en wil sinds kort in de Q parking staan.<br />Dit ging de eerste week goed, ik kwam aanrijden en ze gingen open en nu zijn wij al weken bezig om het op te lossen want de slagbomen gaan door vreemde manier niet meer open!<br />Of ik koop steeds een kaartje of ik moet steeds op de helpdesk drukken en dan duurt het enkele minuten voordat iemand de slagbomen voor mij open maakt.<br />Q parking stuurt mij naar jullie, jullie sturen mij naar Q parking.<br />Moe wordt ik ervan.<br />Ik wil dat het wordt opgelost.OPLOSSEN
Parkeren;vorige week donderdag 8 januari hebben mijn vrouw en ik gebruik gemaakt van de P&R regeling, althans dat dachten wij en waren wij van plan. Na een en ander te hebben uitgezocht hebben we de auto geparkeerd bij P&R Rai, gebruik gemaakt van onze (eigen) OV-chipkaart richting centrum (avond in de la Mar theater) en later op de avond terug met het OV naar de Rai, bij het afrekenen bij de automaat moesten we echter 17,00 (!)euro afrekenen en niet de verwachte 1,00 euro. Hebben wij wat fout gedaan, of is de automaat niet in orde? Voor de volledigheid hierbij mijnOV kaartnummer: 3528 0234 026104191 en de kassabon, kwitantienummer: 10683 (8-1-2015 23:19) Naar onze mening hebben we recht op teruggave van 16,00 euro. We zien uit naar uw reactieteruggave teveel betaalde parkeergeld (P&R)
Openbare Ruimte;Ik kreeg een brief van Cition met de mededeling dat het tarief van de parkeervergunning in mijn parkeergebied (Zuid 3.2. De Pijp)  maarliefst met 60 euro per jaar omhoog gaat. De hoogte van dit bedrag vind ik onverklaarbaar en asociaal. In mijn wijk (Diamantbuurt) is altijd genoeg parkeerruimte en het enige wat veranderd is is dat er veel minder parkeerautomaten zijn voor tijdelijk parkeren waardoor het onaantrekkelijker wordt om bezocht te worden.Een paar ideeen:<br />Ik zou het fijn vinden als voor dit soort verhogingen gekeken wordt naar het inkomen van de bewoners. <br />Ook zie ik de nut ervan niet in, hier is genoeg parkeerruimte. <br />Waarom gaat zo een enorme verhoging niet in stappen? Krijgen wij een garantie over een termijn tot wanneer dit bedrag vastgezet is of kan dit nu elk jaar met 60 euro omhoog gaan? <br />Ik zou het er wel mee eens zijn als bijvoorbeeld de Amsteldijk ook een 30km zone wordt en parkeren verboden wordt op de Van Woustraat en er meer plek nodig is. Van Woustraat en Amsteldijk zijn allebei erg gevaarlijke straten en daar mag nog veel aan gebeuren.<br />Graag uw reactie.
Basisinformatie;hr was vanmorgen bij een p&r  ( olympisch stadion)hij is ingestapt in de tram (24 ) 6.03<br />het systeem van gvb was defect en kom daardoor niet in en uitchecken <br />hij heeft daardoor normaal het parkeertarief voldoen van ipv 1 euro 46 euro<br />hij heeft het probleem gemeld bij de beheerder van de  P en R maar die had er geen begrip voor <br /> hr zou kunnen bewijzen via de afschrift van de bank dat hij 46 euro heeft betaaldhet verschil van 45 euro terug betaald word en vragen of er meer begrip hier opgebracht  voor kan worden <br />hr kan er niets aan doen dat de systeem in de tram niet funcioneerde
Belasting, Werk en Inkomen;prima voor oneigenlijk parkerenHoop om de boete te annuleren
Belasting, Werk en Inkomen;Meneer wilde pinnen bij een parkeerautomaat en kwam tot de ontdekking dat hij geen pincode hoefde in te voeren. Dit staat niet op de automaat aangegeven en meneer is het niet eens met deze nieuwe gang van zaken (en is ook niet op een andere manier gecommuniceerd), omdat hij vreest voor misbruik bij diefstal van de pinpas.Meneer vindt het fatsoenlijk dat er iets aan gedaan wordt, dat er zonder pincode bij een parkeerautomaat betaald kan worden. Hij wil terug naar de situatie waarbij je nog wel een pincode moest invoeren, om fraude te voorkomen.
Openbare Ruimte;De tarieven voor de parkeervergunning zijn een stuk hoger geworden in Zuid 2.2. Dit is op zich goed, alleen verwacht je dan dat de service ook beter wordt of op zijn minst hetzelfde blijft. Op het Stadionplein staan werkzaamheden gepland die steeds worden uitgesteld, maar er wel toe leiden dat men de auto niet meer op een redelijke afstand van het huis kan parkeren.Alternatieven bieden of een uitzondering maken in dit gebied, of anders ten tijde van bijvoorbeeld werkzaamheden het vergunningtarief verlagen. Er was een parkeerterrein ingericht, open voor bewoners, deze is echter met de start van de werkzaamheden op de 12e gesloten. Er staat nu slechts 1 auto, dus daar zouden nu prima bewoners kunnen parkeren.
Belasting, Werk en Inkomen;Er is tweekeer 4,20 van mijn rekening gehaald<br /><br />NL23 RABO 0145 4776 22 - EUR - Rabo TotaalRekening - E.D. Veluwenkamp Eo <br /><br />Parkeren 18025 A'dam AMSTERDAM<br /> Betaalautomaat 14:01 pasnr. 009 <br /><br />Parkeren 18025 A'dam AMSTERDAM<br /> Betaalautomaat 14:00 pasnr. 009Er is tweekeer 4,20 van mijn rekening gehaald, graag 1 terugstorten naar NL23 RABO 0145 4776 22<br />
Basisinformatie;We ontvingen correspondentie van Cition waaruit blijkt dat de Gemeente de burger schaamteloos blijft uitmelken. Opnieuw gaan de tarieven voor de parkeervergunning schrikbarend omhoog. We zitten nu op 5 jaar tijd aan een verhoging van net geen 50%. Dit om in je eigen straat te mogen parkeren. Daarbij worden allerlei belachelijke redenen verzonnen, waardoor je ook nog eens als een randdebiel wordt behandeld en aanzien.Besparen door te besparen en niet door de burger nog financieel verder te gaan wurgen en de belastingen eindeloos te verhogen. Waarvoor? De bodemloze put van de Noord-Zuid lijn + het verkwisten van geld aan het verprutsen van musea?
Parkeren;In januari zijn de parkeerkosten weer!!!! verhoogd.<br />Blijven jullie zo doorgaan, om constant gaten te vullen. want dat is toch de enige reden.<br />Meer wordt er niet met het parkeergeld gedaan, ja misschien ook nog die parkeercontroleurs ervan betalen!!<br />Ik begrijp niet, dat mensen??? zo kunnen omgaan met het geld van hun stadgenoten. Of ze zo denken betwijfel ik.<br />Ik vind het meer dan schandalig en de ellende is ook, dat het jullie geen fluit kan schelen, als het maar geld opbrengt.<br />Dit bericht is waarschijnlijk ook verloren tijd!!!Ik kan wel willen, dat de parkeerkosten omlaag gaan, maar dan heb ik net zoveel kans, als het winnen van de staatsloterij. Waarschijnlijk is die kans groter.<br />Het is schandalig.<br />Het is triest, dat als mensen een plek hebben in de gemeenteraad, ze niet meer meedenken, maar alleen op eigen winst uitzijn.
Belasting, Werk en Inkomen;Niet handhaven in het blauwe zone gebied 2 omgeving Sieg vaz Diasstraat.De auto verbaliseren en blijven verbaliseren, deze auto staat namelijk al meer dan twee maanden zonder ontheffing in het blauwe zone gebied 2 geparkeerd.
Openbare Ruimte;klachten telefonisch parkeersessie starten. Aanmelden bezoeker op een kraskaartvergunning gaat moeilijk. Voorgeproggrammeerde  kentekens gaat wel goed, maar een ander kentekennummer inspreken gaat niet.  Bandje pakt de ingesproken gegevens niet.Onderzoek naar werking van computer  en zorgen voor verbetering .<br />Nu is gebruik van kraskasart vergunning beperkt.
