Categorie;Inhoud 1;Inhoud 3
Parkeren;Dear Madam, Sir<br /><br />I received a parking ticket and my car was taken by Cition on November 11th in the Rietwijkerstraat where I live. A warning was specifying do not park the 10th of November , but beeing a foreigner living in Amsterdam , I did not know what the acronym 'm.i.v' in front of '10th of Nov ' meant. I was convinced that the restriction was only on the 10th and not from the 10th . I would like to contest this parking ticket because I think 373 Euros is hugely overpriced in comparision to the fault , I should say fault by ignorance.<br />I am very careful to obey parking regulations. If I had known the meaning of this 'm.i.v:, I would not have parked in that place.<br /><br />I would be happy to discuss the details with you if you require. I can be reached at 06 218 18 768 or at bruno.buous@mac.com. <br /><br />Datum : 11-11-2014<br />Kenteken : 7KZN29<br />Sleepbonnr : D610485<br />Beshikkingsnr : 111114<wbr />/1149<wbr />/71785<br />Sincerely,;
Parkeren;Meneer heeft ene parkeerboete gekregen op een laden en losplek. meneer is eigenaar van de winkel Ensar aan de wibautstraat 194. De laden en losplek staat er precies voor. Meneer was een het laden en lossen, klep was open, meneer was evht aan het werk. meneer kreeeg en parkeerboete omdat hij volgens de handhaver te lang stond. Dit kon de handhaver niet weten. daarnaast heeft meneer een parkeervergunning voor dat gebied en stond hij daar niet om gratis te parkeren. Het ging puur om het lossen van zijn goederen voro zijn winkel en daarna zou hij gewoon parkeren en gebruik maken van zijn parkeervergunning. Meneer vindt dat hij onjuist is behandelt en onnodig beboet is. Meneer doet alles volgens de regels en vindt dit belachelijk. Meneer probeerde het verhaal netjes uit te leggen maar de handhaver luisterde niet en zei tegen klanten: jullie moeten je er niet mee bemoeien. Dit vindt de eigenaar echt niet kunnen tegenover zijn klanten. Meneer wil graag terugkoppeling hierover.;Meneer wil dat er correct gehandhaafd wordt. Door verschillende handhavers worden er verschillende regels gehanteerd en info gegeven.
Parkeren;Geachte heer<wbr />/mevrouw,<br /><br />Als een hardwerkende student in Amsterdam ben ik voor een grote verassing(en) te komen staan. In de laatste week van december 2014 (feestdagen en oud nieuw) heb ik  meerdere parkeerboetes gekregen. Als masterstudent(en) worden wij al benadeeld door de hoge kosten, maar deze boetes maken het niet beter op. Want volgens crition heb ik bijna hele week mijn auto geparkeerd op een zelfde plek. Hier ben ik niet mee eens en daarbij heb ik nog een klacht ingediend. Maar helaas heb ik geen antwoord gekregen op mijn klacht. Tot mijn verbazing is het opeens dwangbevel geworden. Want later bleek dat ik meerdere boetes had gekregen en ik was zelf in Buitenland. Hierdoor kon niet tijdig ingrijpen. Daarnaast ik ben wel mee eens dat mijn auto voor 3 dagen in Amsterdam Noord (bij de pont) heeft gestaan. Alleen ik ben er niet mee eens met de andere dagen. Want ik ben van mening dat hierin een zware fout is gemaakt.;Ten eerste dat gemeente 6 andere boetes kwijtscheld. Want op die datums was ik niet aanwezig met mijn auto in dit gebied. Daarvoor heb ik zelfs getuige die het kunnen bevestigen. En wat ernstig dat er dwangbevel is uitgegeven. Inmiddels heb ik het bedrag wel betaald. Maar hier moet naar gekeken worden en juiste en rechtvaardige beslissingen worden genomen. Daarnaast wil zelfs iemand van de gemeente uitnodigen om mijn punten duidelijk te maken.
Parkeren;Ik heb een abonnement voor parkeren tegen gereduceerd tarief op het Science Park Amsterdam als deeltijdmedewerker.<br /><br />Door een storing van de betaalautomaat heeft men mij uit laten rijden zonder betalen op 6-3-2015. Men heeft echter verzuimd mij uit te boeken. Toen ik een week laterer probeerde weer het parkeerterrein op te rijden gaf de slagboom aan 'Aanwezigheid verkeerd'. Men heeft toen van afstand de slagboom geopend. Toen ik later uit wilde rijden gaf de automaat aan dat ik 173 Euro moest betalen! De teller heeft een week door gelopen terwijl mijn auto er niet was. Ik heb geklaagd via de intercom en het geheel uitgelegd. Men heeft toen de slagboom geopend en gezegd dat ik mijn pasje moest laten 'nullen' via een e-mail. De uitleg hoe dat moest was niet erg helder. Dus ik hoop dat dit goed is.;Parkeerpasje terug zetten op nul en aangeven dat mijn auto niet op het parkeerterrein staat.<br /><br />Parkeerkeerpas nummer (niet te zien op de pas??) <br />Misschien 010201.<br />of 029903791070278023000230????<br />JGM Janssen (oud adres Buitenwal 11 prinsenbeek, nieuw adres beeksestraat 86A prinsenbeek)<br /><br />
Parkeren;Op 18<wbr />/11<wbr />/2014 heeft de afdeling handhaving een bekeuring afgegeven die na contact met ons onterecht was uitgegeven door een medewerker van de afdeling handhaving. Desbetreffende persoon was gestuurd om binnen de wijk een bepaalde auto te bekeuren die overlast heeft bezorgd. De desbetreffende persoon heeft toen de gehele wijk een bekeuring gegeven. Op advies van leidinggevende in bezwaarschrift verwezen naar afdeling handhaving. Rechter besluit nu dat handhaving van de borden regel is ondanks de gegeven bekeuring,;Terugdraaien van de bekeuring, zo niet handhaven van de regels en dus dagelijks en met name 's avonds als circa 15 auto's in de wijk afwijkend parkeren bekeuren. Wij zullen dagelijks bureau handhaving informeren totdat de regels worden nageleefd. Jammer dat dit moet na 18 jaar wonen waar nog nooit iets gebeurt.
Parkeren;Op 10-10-2014 ben ik aan de balie geweest in de Stopera, omdat met mij niet lukte een adreswijziging door te voeren.<br />Op 10-10-2014 is mij aan de balie verteld, dat het Kadaster nog steeds niet was bijgewerkt met het nieuwe adres Kinkerstraat 94-1.<br />Op 15-9-2014 had ik namelijk Kinkerstraat 94-1 gekocht. Gelukkig had ik zekerheidshalve een copy van de koopakte bij mij.  Aan de hand hiervan heeft de medewerkster alsnog de adreswijziging willen doorvoeren per 10-10-2014. (maar dat kon niet met terugwerkende kracht per 15-9-2014). Ondertussen had Cition mijn parkeervergunning laten vervallen, hoewel ik al sinds 1988 over een parkeervergunning beschik. Ik had Cition betaald voor parkeervergunning West ( 133 euro) in afwachting van de verwerking van de verhuizing, die ik al op 29-8 en 18-9-2014 kenbaar had gemaakt. Pas na diverse telefoon en mail contact van mij uit naar Cition, krijg ik pas op 9-10-2014 een mail waarin staat dat die Euro 133 wordt teruggestort en dat ik mij weer aan de ..;Hierbij verzoek tot terugstorting euro 292,50 op mijn ING rekening NL56 INGB 0003 6817 14.
Parkeren;Meneer heeft nu voor de 5x een boete gekregen die volkomen onterecht is. Meneer heeft in november 2014 contact gehad met Cition en kreeg te horen dat zijn kenteken op een lijst komt te staan. De collega's zouden elke dag door het systeem gaan om zijn kenteken op te zoeken en mogelijke boetes eruit te halen. Blijkt dat in de straat een auto staat met een deuk in het kenteken waardoor meneer zijn kenteken bekend is. Nu in maart 2015 komt er toch weer een boete en wordt bovenstaande tegen mij gezegd om dit aan meneer door te geven.;Dat de boetes niet meer op de mat liggen en het systeem wordt aangepast zodat het niet meer voorkomt.
Parkeren;Meneer heeft een klacht over een Cition medewerker op straat .Meneer vroeg naar een parkeerautomaat en werd niet serieus genomen en kreeg alsnog een parkeerboete. Meneer is onheus behandeld.;Meneer wilt dat deze medewerker aangesproken wordt op zijn gedrag.
Parkeren;stond met 2 wielen op de stoep om een invalide persoon uit de auto te helpen mijn auto is gekoppeld aan een invalide kaart van haar en toch krijg ik een bekeuring van 90 euros ?<br />zo veel ik weet mag ik op de stoep staan;ja graag uitzoeken of dit van kracht is , of ik deze bekeuring moet betalen.
Parkeren;Op uw website staat: Als u betaalt bij de parkeerautomaat moet u uw kenteken invoeren. <br />URL: http:<wbr />/<wbr />/www.amsterdam.nl<wbr />/veelgevraagd<wbr />/?caseid={F1794396-72A6-4817-B491-3B47620F07C6}<br /><br />Dit is, gezien de rechtelijke uitspraak, een foutieve stelling. Het invoeren van het kenteken is niet verplicht.;Op de website en andere uitingsvormen, de instructies aanpassen conform de uitspraak van de rechtbank.
Parkeren;Op 9 april is er een naheffingsaanslag gekomen vanwege het feit dat er verondersteld werd dat een bezoeker van de beller geparkeerd had zonder te betalen. Echter beller heeft een bezoekersvergunning en de parkeersessie stond gewoon goed aangemeld. 79-DV-PV Was het kenteken van de betreffende auto. Beller is boos en zegt dat een vergunning op deze manier geen zin heeft want het geeft meer last dan gemak.;Beter opletten en de boete seponeren
Parkeren;15-04-2015 heb ik mijn auto geparkeerd in de buurt van Oosteinde, om vervolgens te gaan werken. Ik heb gewoon netjes een dagkaart gekocht en vervolgens mijn auto geparkeerd. Toen ik klaar was met werken was mijn auto echter weggesleept. Vervolgens ben ik mijn auto op gaan halen, waar voor ik 373 euro moest betalen. Ik vroeg waarom hij was weggesleept en kreeg als antwoord: 'u stond geparkeerd op een invaliden parkeerplaats'. Dit was eechter niet het geval (ik heb zelfs een foto als bewijs). Omdat ik mijn auto nodig had heb ik het bedrag betaald en ben ik naar huis gegaan. Vervolgens heb ik contact opgenomen met Cition die mij doorverwezen naar de gemeente Amsterdam. Nu wil ik het besluit om mijn auto weg te slepen aanvechten aangezien dit niet terecht was. Mijn vraag is dus: waar kan ik dat doen, waar kan ik met mijn foto terecht zodat ik mijn geld terug kan krijgen?;Ik wil mijn 373 euro die ik betaald heb om mijn auto na het onterecht wegslepen ervan terug
Parkeren;ik krijg steeds een boete voor het parkeren op mijn eigen invalideplaats <br />van Beuningenstraat 7B;dat cition beter controleert of dat cition mijn parkeerplaats in hun systeem zet zodat de scanauto`s deze herkent
Parkeren;Heb 2 parkeerboetes ontvangen waar ik bezwaar op gemaakt heb bij Cition. Heb daarbij foto opgevraagd van bekeurde kenteken, maar heb deze pas ontvangen na 6 weken en toen was het bezwaar meteen ongegrond verklaard. Geen mogelijkheid gehad dus om onschuld te bewijzen. Kenteken was niet hetzelfde als mijn kenteken aangezien de duplicaatcode nr. 4 ontbrak. Nu naar rechtbank en kosten terwijl ik niets verkeerd heb gedaan.;zorgen dat ik uit deze zeer vervelende kwestie kom en geen kosten meer hoef te maken.
Parkeren;Ik kom vaak naar Amsterdam om shopping te maken. Ik stond op het hostel (Ibis) met mijn familie en ben ik op 7:40 aangekomen om mij auto te nemen. Ik had al een boete gekregen om 7:37. Ik ga akkoord om iets te betalen maar ik vind dat het een beetje te veel is. Kunt u iets te maken om de boete te verminderen.;Nee
Parkeren;Het bedrag dat betaald moet worden als de parkeer kaart kwijt is is 220 euro. Dit is wel heel erg veel;Per e-mail
Parkeren;Vandaag aanmaning en dwangbevel gehad, gaat over het kenteken 24-HB-DX.<br />ALLE openstaande bekeuringen zijn volgens mijn administratie betaald.<br />Heb het overgenomen van mijn zoon J.Gerritsen jr  want hij had er een zooitje van gemaakt.;Nee
Parkeren;Al 2 keer fout opgetreden met parkeerboete.ik mocht die verscheuren.het kenteken was foutief.ik woon in Geldrop en was die avond in Eindhoven;Telefonisch
Parkeren;10-05-2015 heb ik m'n auto geparkeerd aan de Melaniaweg bij de IJhallen in uw gemeente. Vele jaren al parkeer ik mijn auto daar bij een bezoek aan de IJhallen: gratis. Dat het nu betaald parkeren is, werd mij en mijn  medepassagier totaal niet duidelijk door borden of anderszins. Verbazing dus na het ontvangen van een parkeerboete (waar ik bezwaar tegen heb aangetekend) Mijn klacht is dus dat de gemeente Amsterdam onvoldoende duidelijk heeft gemaakt dat het op de betreffende weg betaald parkeren is.;Per e-mail
Parkeren;Betreft het onbeantwoord blijven brieven en e-mails aan de de dienst belastingen Uw kenmerk S-2866192 en aanslag nummer 36100890,360919124,35968870 De dienst heeft al geruime tijd beslag gelegd op het inkomen nu ruim 2 jaar, ik heb gevraagd meerdere keren of alle openstaande vorderingen uitgezonderd zaken die lopen als zijnde verzet bij de rechtbank mee te willen nemen.<br />Hierop komt steeds geen antwoord. Nu krijg ik steeds herinneringen van openstaande parkeer boetes zie boven de aanslag nummers.<br />Ik heb ook meerdere keren verzocht om een overzicht te geven wat de dienst nu heeft verrekend i.v.m. de beslaglegging op het inkomen,ook hier komt geen antwoord. Ik zal deze zaak nu ook aanmelden bij de Ombudsman te Amsterdam.<br />Ik verzoek u nu dringend beleefd via email bangkok813@outlook.com de gestelde vragen te beantwoorden. Volgens mij ben ik al geruime tijd die ik al aan het betalen ben schoon van de vorderingen. Als dit niet zo is dan gaarne uitleg wat er nu open staat.;loket Amsterdam
Parkeren;Vorig jaar heb ik een klacht ingediend bij stadsdeel West betreffende het ontbreken van maatregelen op parkeergebied rondom het evenement Rollende Keukens. Gedurende 5 dagen (waarvan 2 dagen gratis parkeren) loopt de staatsliedenbuurt over van de auto's, die al file rijdend door de buurt gaan op zoek naar een plek. <br />Ook dit jaar was het weer raak. Op Hemelvaartsdag en zondag (17<wbr />/5) was er met geen mogelijkheid een parkeerplek te vinden in het vergunninggebied. De parkeergarage Westerpark, die ook voor overloop is, was door de file niet bereikbaar. Ten einde raad heb ik de auto, na 3 kwartier tevergeefs zoeken naar een plek,  buiten een daarvoor bestemd vak geparkeerd in de straat. Ik had namelijk ook mijn 1 jarige dochtertje bij mij (+ alle toebehoren).  <br />Wat schertst mijn grote verbazing: een parkeerbon!!  <br />Klacht: Na 4 dagen van parkeeroverlast word ik op dag 5 als vergunninghouder in mijn eigen straat getrakteerd op een parkeerboete!!! En bedankt.;Per e-mail
Parkeren;Nadat wij op metrostation ArenA waren uitgecheckt hebben wij vervolgens in het plaatselijke winkelcentrum geshopt. Bij het afrekenen gaf de automaat aan dat wij niet in aanmerking kwamen voor de 1 euro-regeling omdat er meer dan 1 uur was verstreken na het uitchecken. Wij moesten toen 14 euro betalen. Dit begrijpen wij niet en kunnen wij ook niet in de voorwaarden op de website terugvinden.;Nee
Parkeren;Mevrouw heeft de auto op de stoep geparkeerd, mevrouw heeft reuma en kan niet ver lopen, dit was naar aanleiding dat vanwege werknemers uit de buurt, die niet de flat bewonen, ( in het weekend is er plek genoeg ), de parkeerplaatsen bezetten. Ieder week is dit het geval. Pas rond zes uur komt er dan ruimte vrij. <br />Mevrouw snapt de boete, maar kon met haar auto nergens anders terecht, en betaald haar parkeervergunning, zonder dat ze werkelijk kan parkeren. Daardoor zag zij geen andere uitweg, ze heeft ook een rondje gereden door de buurt, maar die was ook vol. <br />Met de flat is ook een klacht ingediend, ongeveer een jaar geleden, er is wel een bord verschenen dat het parkeren alleen voor buurtbewoners is, maar dit werd niet gecontroleerd. Vanwege de verbouwingen in de buurt van het WTC en RAI, is te verwachten dat het druk blijft met parkeren.;Per e-mail
Parkeren;Voor een diplomaat hebben we op de Ambassade van Israel een aanmaning ontvangen d.d. 15-05-2015 van een parkeerboete no 37374. Maar deze boete is reeds op 22-4-2015 overgemaakt.;Per e-mail
Parkeren;Ik heb een parkeervergunning, maar ik kan nauwelijks tot niet parkeren voor mijn huis. Ik kom laat van werk en dan is er geen plek voor parkeren ook niet 5 straten verderop. Ik betaal netjes de vergunning en woon hier ruim 15 jaar. Niet alleen ik heb er last van maar de hele buurt! Te weinig parkeergelegenheid. Ik ben het helemaal zat om op de stoep te parkeren en dan vervolgens boetes te betalen. Desnoods kan ik handtekeningen inzamelen. De hele buurt klaagt erover. Het is niet normaal meer. Er word al 1 vergunning per adres uitgereikt, maar te weinig plek.;Nee
Parkeren;Op 27 april heb ik reeds een parkeerboete betaald maar ik krijg nu een aanmaning dat ik niet betaald heb. Biljetnummer:37452590  als het goed is is het geld overgemaakt vanaf NL46INGB 0007003465.;Per e-mail
Parkeren;Bij de 5 mei viering in het Westerpark 5 mei j.l. was er een enorme toeloop van publiek. Veel mensen kwamen met de auto. Gedurende 1 1<wbr />/2 uur heb ik gezocht naar een parkeerplek, maar deze niet gevonden (of anderen schoten brutaal net voor mij het parkeervak in). Ik heb toen, noodgedwongen mijn auto langs een stoeprand gezet, en kreeg een parkeerboete. <br />M.i. is de Gemeente in gebreke gebleven mbt de organisatie van het evenement wb de te verwachte parkeerdrukte. Het weekend erop was dit wel goed geregeld, bij de Rollende Keukens, zoals afgesproken met ons bewoners van het GWL terrein. Er was een afzetting van ons parkeergebied voor bezoekers, zodat de bewoners wel hun auto kwijt kunnen.<br />Ik heb gezocht of er geregeld was dat het gebied 5 mei j.l. afgezet zou moeten worden op de site http:<wbr />/<wbr />/www.amsterdam.nl<wbr />/actueel<wbr />/bekendmakingen<wbr />/filter<wbr />/vergunningen-west<wbr />/?pager<wbr />_page=0 maar er niets gevonden. Ik maak er bezwaar tegen het evenement op deze manier is toe gestaan. <br />;Ja
Parkeren;De dag dat ik mijn nieuwe auto heb aangeschaft heb ik via DigiD bij Cition mijn kenteken laten wijzigen , zie bijlage ...nu kreeg ik laatst een boete parkeerbelasting , nadere uitleg graag ?<br />;Ja
Parkeren;Ik kom van buiten de stad en in het stadsdeel van Norod waar ik auto neerzet hangt spanddoek met tekst vanaf hier betaald parkeren. Ikz et auto buiten dat gebied en zie ook nergens borden betaald parkeren of betaalautomaten. Dus ter goeder trouw gehandeld, maar krijg tot verbazing een parkeerboete. Dat is niet terecht, wnat jullie informeren de automoblisten slecht en misleiden met het spanddoek;Nee
Parkeren;Purmerend, 7 juni 2015<br />Nuri Erarslan<br />Aligatorstraat 22<br />1448WK Purmerend<br /><br />Kentekennummer: ZJBB12<br />Aanslagnummer: (310515 – 0433) 071516<br />Betreft: Bezwaar<br />Geachte heer<wbr />/mevrouw,<br />Mijn naam is Nuri Erarslan en werk in Amsterdam als taxi chauffeur bij het TTO bedrijf Taxistad (daklicht 26).<br />Op 31 mei 2015 om 04:33 uur heb ik op de Rozengracht 20 te Amsterdam een boete gekregen voor het stil staan bij een parkeerplek. Middels deze brief wil ik aantonen dat deze boete onterecht is opgelegd. De parkeerplaats is bestemd voor TTO taxi chauffeurs, dit betekent dat overige verkeersdeelnemers daar niet mogen parkeren en zij een boete riskeren indien zij dat wel doen. De boete is dan ook onterecht opgelegd, omdat ik als TTO taxi chauffeur wel het recht had om daar te parkeren.<br /><br />Ik ben bereid om mijn bezwaar mondeling toe te lichten,<br /><br />Bijlage 1: Aankondiging van beschikking <br />Bijlage 2: Foto parkeerplaats<br /><br />Hoogachtend,<br /><br />Nuri Erarslan;Telefonisch
Parkeren;vandaag heb ik een auto uit de klauwen van uw dienst kunnen redden! op het minervaplein was vandaag een verhuizing.<br />de borden, die dat aangaven zijn pas gisteren geplaatst.<br />hier kan een oppassende burger niet op tijd op reageren.;mij is dus een afgang bespaard.<br />maar er is wel een andere auto weggesleept.<br />ik wil dat die man<wbr />/vrouw de sleepkosten niet hoeft te betalen.<br />integendeel, ik wil, dat hij een redelijke vergoeding krijgt voor het oponthoud en de schade. dit is geen behoorlijk overheidsoptreden.
Parkeren;teveel betalen voor park en ride Zeeburg op zondagavond 12 okt<br />de korting van de metro werd niet afgetrokken,moesten de volledige 24 euro betalen en bij het trekken van de kaart 5 euro, <br />normaliter betalen we altijd 5 euro, korting van  2 kaarten, blijft over 1 euro<br />nu 23 euro teveel betaald omdat we anders de parkeerkaart niet terugkregen;Wat wilt u dat de gemeente gaat doen naar aanleiding van uw klacht:
Parkeren;Ik heb op Dinsdag 14 Oktober een boete van €90,- ontvangen omdat mijn auto geparkeerd stond op de stoep. Wij (samen met meerdere buurtbewoners)zijn genoodzaakt om onze auto's op de stoep te parkeren omdat er in onze straat 6 invalideparkeer plekken staan  waar wij dus niet kunnen parkeren.De invalide parkeer plekken zijn zo groot dat er makkelijk een 2e auto geparkeerd zou kunnen worden. Er is ook een algemene parkeerplaats maar die staat vol met aanhangwagens en campers. Ik ben genoodzaakt om mijn auto dus vandaag en de rest van de weken weer op de stoep te parkeren met het gevolg dat ik WEER een boete zal krijgen omdat er gewoon GEEN parkeer gelegenheid is.;Meer parkeerplekken creeren zodat wij kunnen parkeren. Of de invalide plekken verkleinen en ervoor zorgen dat er parkeerplaatsem vrij komen op de plekken waar al die aanhangwagens en campers staan.
Parkeren;Ik stond nog geen 10 seconden stil in een laden en lossen vak met het gevarenlicht van mijn auto aan. Ik liep bij mijn auto weg terwijl en nog iemand in de auto zat te wachten. 5 seconden later stond er een auto van de handhaving naast mijn auto die mijn auto klemzette. Nu kom ik 5 seconden later weer terug met het geen wat ik moest ophalen. En ik wordt zeer inhumaan behandeld door de medewerker die in de auto zat. Verder stond er nog geen 5 meter verderop een audi A5 midden op de weg geparkeerd die niet werd aangesproken of een boete kreeg. Nu ben ik er vol van dat ik als jongere met toevallig een pet op wel wordt aangesproken. Dit komt op mij over als discriminatie en voel mij ook zeer geintimideerd hierdoor.;Boete intrekken
Parkeren;Ik maak regelmatig gebruik vd parkeergarage Bos & Lommer om te werken en te verblijven in de stad. Na 10u aankomst zou dat €1,-- per 24u kosten mits gebruik gemaakt van het ov in het centrum. Het is me nu echter al menige keer overkomen dat de garage vol zou zijn. Echter alle keren bleek de garage zo goed als leeg! Bij afrekening mbv OV-kaart gebruikt van en naar de garage tbv het centrum-gebied moest ik echter de volle mep betalen. Dit werkt dus niet en is misleiding. In het vermelden parkeerde ik in de garage van het fashion-centre: altijd correcte behandeling van bijzonder service gerichte medewerkers en nooit problem met het afrekening van het kortingsbedrag.;Bos en Lommer opdragen zich te houden aan de P & R afspraken.
Parkeren;Ik wilde gebruik maken van PR bij de RAI en parkeerde op P1. Bij het binnengaan van de parkeerplaats ontving ik geen kaartje. Ik kocht voor 5 Euro een kaartje voor de metro en reisde heen en later terug. <br />Bij het verlaten van de P-plaats bleek mij dat het PR kaartje niet als uitrijkaart kon worden gebruikt. Ik moest € 17,00 betalen voor 3 uur parkeren. <br />Dure grap. Bij elkaar € 22,00.;Ik was in de veronderstelling dat het kaartje tevens uitrijkaart was. Dat had ik begrepen op de site. <br />Gaarne uitleg wat ik verkeerd heb begrepen, dan wel wat ik verkeerd deed.
Parkeren;ik parkeerde op VUMC in deronderstelling 1,=, echter ik moest 28,= betalen;teveel betaalde terug betalen
Parkeren;Vraag: waarom is het niet mogelijk om een toegangskaart<wbr />/sleutelhanger oid voor de oosterdok parkeergarage te krijgen? Als vergunninghouder mag ik daar wel parkeren, maar moet elke keer ver lopen naar de hoofdingang als ik mijn auto op wil halen, terwijl er onderweg veel toegangsdeuren zijn die door 'gewone' huurders gebruikt worden.<br />Dit vind ik vreemd omdat het heel gebruikelijk is dat men bij een gemeente parkeergarage een sleutelhanger<wbr />/druppel<wbr />/kaart krijgen.;toegangskaarten aan vergunninghouders uitdelen!
Parkeren;Ik woon in 294-3 Baarsjesweg. Butien mijn wonging, er is een nieuwe parkplaats voor elestrische autos. Voor deze parkplaats was er een parkplaats voor fietsen. Nu is er niet genoeg om fiets te parkeren. Mensen parkered zijn fietsen nabij het muiren - te makkelijk voor dieven.<br /><br />I live in Baarsjesweg 294-3. Outside the flat is a new parking spot for electric cars. Previously there were racks to park bikes in these spots. Now there is not enough space for all the bikes in the area. People leave their bikes against walls which clutter up the pavements and are easy targets for bike thieves.;Maken een nieuwe paarkplaats voor fietsen nabij Baarsjesweg 294
Parkeren;Vandaag heb ik geparkeerd bij P+R Olympisch Stadion. Ik was voor 10 uur en heb gebruik gemaakt van 2 OV kaarten. Bij terugkomst moest is - na lang zoeken op het apparaat - 17 euro betalen omdat ik de verkeerde ingang (?!) gebruikt had. Voor en na mij kwam iemand met hetzelfde probleem.;Graag duidelijker aangeven welke ingang je moet gebruiken of mogelijk maken dat alle ingangen gebruikt kunnen worden.
Parkeren;Gisterochtend, 28 februari, stapte ik op de Marnixstraat<wbr />/Elandsgracht in tram 7 om naar de p+r Bos en Lommer te gaan. De incheckmachines in de tram, met tramnummer 2116, werkten echter allen niet. Hierdoor heeft de p+r niet herkend dat ik in een centrumgebied incheckte (ik had absoluut geen tijd een volgende tram te nemen). Ik heb hierdoor 12 euro betaald ipv het p+r tarief van 1 euro (minder dan een dag) ik zie dus graag de 11 euro op mijn rekening gestort.;Geld terugstorten op mijn rekening, nummer: NL31 INGB 0007 908939
Parkeren;Op zaterdag 28 febr. mijn auto geparkeerd in de P&R Arena. Bewegwijzering er naar toe is prima. Na het uitstappen geen idee welke richting de metro is. Geen enkel bord gezien naar welke uitgaan je moet om de het station te vinden. Aan enkele andere parkeerders gevraagd. Alle windrichtingen werden aangewezen.<br />Bij terugkomst hetzelfde probleem. P&R wordt niet of slecht aangewezen. Na een klein half uur zoeken naar mijn auto blijkt dat de P&R 1 verdieping hoger was. Meerdere mensen liepen hulpeloos zoekend rond. Een klein trapje leidde daar naar toe. Wel duidelijke aanwijzingen voor de diverse tribunes. Maar P&R heeft toch een andere doelgroep?;Voor P&R bezoekers een betere bewegwijzering. Bedoelt voor het moment dat je uit de auto stapt en deze weer opzoekt. EN VOORAL GROTERE LETTERS GRAAG!
Parkeren;Gisteren geparkeerd in de parkeergarage van de Arena. Op de website stond duidelijk dan het tarief 1 Euro zou zijn bij aankomst na 10.oo uur, en bij aanschaf van tickets voor openbaar vervoer. Wij kochten 2 tickets a 7,50 per stuk op advies van de baliemedewerker, om zowel het Rijksmuseum te kunnen bezoeken als de avondvoorstelling van 'Porgy and Bess'in de Rai. Bij terugkomst in de Arena moest ik 24,50 Euro betalen voor het parkeren! dat was echt een domper! het bleek zo te zijn dat de Rai buiten de binnenstad ligt en daarom als laatste incheckpunt niet geldt voor het lage parkeertarief. Dat was ons echter niet verteld bij de aanschaf van de tickets. De medewerker van de parkeergarage was wel behulpzaam, maar kon er verder ook niets aan veranderen.;In elk geval meer duidelijkheid geven hierover. Op deze manier wordt een mooie dag in Amsterdam met een teleurstelling beeindigd.
Parkeren;Op 28-2 ben ik samen met mijn zusje wat gaan drinken op de Arena Boulevard, nadat we naar de Ikea zijn toegeweest. Wij parkeren onze auto in P4<wbr />/P5 Villa Arena en zien dat de parkeerkosten meevallen (1 euro per 25 minuten) Na minder dan 2 uur gaan we al weer weg en schrikken dan van de parkeerkosten (12 euro) Kennelijk was er een evenemententarief van toepassing, want dat stond op het ticket, maar dit was bij binnenkomst nergens vermeld. Op de lichtkrant van de ingang stond het gewone bedrag van 1 euro per 25 minuten.;Ik zou het erg op prijs stellen als de kosten verrekend zouden worden met het normale te betalen tarief, namelijk 5 euro voor 1 uur en 55 minuten.
Parkeren;Onduidelijkheid rondom P&R;Parkeren voor juist tarief...
Parkeren;Na parkeren op 3 maart in de parkeergarage van de Stopera is door de P-garage ipv 1 keer 2 keer 20 euro afgeschreven. Allebij voor parkeren op 3 maart (dat klopt ook ivm bezoek voorstelling Zwanenmeer). Mw. heeft restitutie gevraagd middels restitutieformulier , dit is om onduidelijke reden afgewezen. Bij de afwijzing is niet vermeld hoe mevrouw tegen een dergelijke beslissing in bezwaar kan kan. Hierom nu deze klacht. dit is geen goede gang van zaken. Mw eist 1x 20 euro terug.;Graag terug betalen van 1 keer 20,-- euro en de bezwaarprocedure verbeteeren plus een tegemoetkoming in de gemaakte belkosten, want mevrouw wordt door de gemeente naar verschillende afdelingen verwezen, die mevrouw weer doorverwijzen. NL82INB0008348401 tnv Meer, C.M. van der.
Parkeren;14 maart 2015 geparkeerd in parkeergarage Olympisch Stadion<br />gebruik gemaakt van OV. Moest eind vd dag €31,- afrekenen inplaats vd €1,- zoals de medewerker had uitgelegd.;terug betalen van het teveel betaalde.
Parkeren;Het parkeren bij het ziekenhuis Olvg is even duur als het parkeren op strata wat voor mij niet te begrijpen is als je er van uit gaat dat een bezoek aan het ziekenhuis een noodzakelijk iets.;Ik wil dat de parkeertarieven in de parkeergarage van het olvg voor bezoekers van het olvg verjaardag worden.<br />Het betalen van 36 euro omdat we een dag en nacht moeten waken bij onze moeder vind ik onaanvaardbaar.
Parkeren;Heb op 24 februari omstreeks 10.45 uur parkeerkaartje in de Arena gekocht. Met mijn OV de metro naar Centraal Station Amsterdam genomen.Omstreeks 23.20 uur weer met OV de metro terug naar de Arena. Om 23.44 uur parkeerkaartje in automaat gedaan. Vervolgens mijn OV gescand doch er gebeurde niets. Ik moest 24.50 euro betalen in plaats van 1 euro.Andere dag via E-mail contact opgenomen met GVB. Ik werd na een paar dagen teruggebeld en men gaf mij aan dat mijn klacht doorgespeeld zou worden aan de gemeente Amsterdam. Men had wel mijn OV gecontroleerd en wat ik had gezegd, klopte.Ik moest mijn IBAN doorgeven.;Het teveel betaalde terug storten op mijn rekeningnummer NL 17 ABNA 0455247056 ten name van B.J.Donker
